Coefs,StdErr,pValue,tStat,R2,adjR2,Event,Security,RegressVar,nObs
-0.125815917459135,0.0879197097549615,0.152421046237978,-1.43103199282383,0.00515947141856021,0.00515947141856021,University of Michigan Sentiment,Tenor3mSwap,SurpriseZscore,118
-18.6005226183031,11.3067513450337,0.0999530934889317,-1.64508107153813,0.0189404913750891,0.0189404913750891,CPI MoM,Tenor3mSwap,SurpriseZscore,90
0,NaN,NaN,NaN,-0.0228150915076528,-0.0228150915076528,FOMC Rate Decision,Tenor3mSwap,SurpriseZscore,91
2.45408304951266,10.6858802913169,0.818358613405144,0.229656610649736,-0.00373356826907489,-0.00373356826907489,GDP Annualized QoQ,Tenor3mSwap,SurpriseZscore,62
0.00065834186608623,0.0325977200470016,0.983887060081507,0.0201959482177584,-0.000195853694287207,-0.000195853694287207,Initial Jobless Claims,Tenor3mSwap,SurpriseZscore,265
-0.0836637181344434,0.11398727484847,0.462964466415967,-0.733974193572597,-0.00447012911419042,-0.00447012911419042,ISM Manufacturing,Tenor3mSwap,SurpriseZscore,46
-0.316692078401273,0.130091072284451,0.0149170166751383,-2.43438748593607,0.0847427118225019,0.0847427118225019,Change in Non-farm Payrolls,Tenor3mSwap,SurpriseZscore,62
-12.9280356991419,14.2934274892071,0.36574403464204,-0.904474151417063,-0.0128367474298416,-0.0128367474298416,PCE Core Deflator MoM,Tenor3mSwap,SurpriseZscore,33
5.58286570395445,13.5761647544446,0.680907161227523,0.411225541596844,-0.00222136939176854,-0.00222136939176854,Retail Sales Advance MoM,Tenor3mSwap,SurpriseZscore,60
15.3026076537921,5.70394981108981,0.00730066817244446,2.6828089588096,-0.078660755806846,-0.078660755806846,Unemployment Rate,Tenor3mSwap,SurpriseZscore,116
-0.0270900065561764,0.0778298445005045,0.727789808191239,-0.348067077996036,-0.0100259743678317,-0.0100259743678317,University of Michigan Sentiment,Tenor6mSwap,SurpriseZscore,118
-11.9756680161062,8.42645589388789,0.155259007559721,-1.42119868268612,0.00868300828708746,0.00868300828708746,CPI MoM,Tenor6mSwap,SurpriseZscore,90
0,NaN,NaN,NaN,-0.0256890764892845,-0.0256890764892845,FOMC Rate Decision,Tenor6mSwap,SurpriseZscore,91
